
 Lista de Imóveis da Caixa;;Data de geração:;30/08/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8555527701354 ;DF ;BRASILIA ;SANTA MARIA ;QUADRA COMERCIO LOCAL 105, N. SN, Apto 501, LT G ;190.000,00;190.000,00;0.00;Apartamento, 0.00 de área total, 53.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527701354
 1444408639108 ;DF ;BRASILIA ;SUL (AGUAS CLARAS) ;RUA 36, N. SN, Apto 704, LT 16 VG GARAGEM 30 ;673.000,00;673.000,00;0.00;Apartamento, 0.00 de área total, 84.05 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408639108
 8787703778785 ;DF ;BRASILIA ;SETOR MEIRELES (SANTA MARIA) ;RUA 300, N. SN, Apto 401, COND 11  LT R  BL 13 ;167.000,00;167.000,00;0.00;Apartamento, 0.00 de área total, 45.02 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703778785
 1555531380178 ;DF ;BRASILIA ;JARDINS MANGUEIRAL (JARDIM BOTANICO) ;QUADRA QC8  AVENIDA MANGUEIRAL, N. SN, RUA G  UNIDADE G5  SHMA ;340.000,00;340.000,00;0.00;Casa, 0.00 de área total, 52.77 de área privativa, 98.62 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555531380178
 1444407466099 ;DF ;BRASILIA ;NORTE (AGUAS CLARAS) ;RUA 24 NORTE, N. SN, Apto 2003, TR B VGD87 LT 9 E 11 ;469.411,38;467.000,00;0.00;Apartamento, 0.00 de área total, 59.77 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407466099
 10187462 ;DF ;BRASILIA ;ASA NORTE ;SHN QUADRA 2, N. 00, BL H, LT F, SL 54, 3º PAV. ;514.855,15;488.000,00;0.00;Loja, 0.00 de área total, 66.47 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10187462
 8787707572014 ;DF ;BRASILIA ;SANTA MARIA ;RUA 200, N. SN, Apto 304, BLOCO 09 ;186.375,43;173.000,00;0.00;Apartamento, 0.00 de área total, 44.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707572014
 8555528926481 ;DF ;BRASILIA ;SANTA MARIA ;QUADRA  CL 105 BLOCO G, N. SN, Apto 203, LT G ;153.962,77;133.000,00;0.00;Apartamento, 0.00 de área total, 52.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555528926481
 8555535129176 ;DF ;BRASILIA ;SETOR MEIRELES (SANTA MARIA) ;RUA 300, N. SN, Apto 203, BL G LT 302 COND 10 ;194.767,62;168.000,00;0.00;Apartamento, 0.00 de área total, 45.17 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535129176
 8787710759006 ;DF ;BRASILIA ;SETOR MEIRELES SANTA ;AVENIDA MONUMENTAL, N. SN, Apto 101, BL 01 COND 16 LT 13 ;174.299,99;150.000,00;0.00;Apartamento, 0.00 de área total, 61.22 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710759006
