
 Lista de Imóveis da Caixa;;Data de geração:;30/08/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8787701180777 ;PR ;ARAPONGAS ;JARDIM SANTO ANTONIO ;RUA ACURANA, N. 377, Apto 304, BL 06 VG 90 ;143.933,68;143.933,68;0.00;Apartamento, 0.00 de área total, 42.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701180777
 8444403573271 ;PR ;ARAPONGAS ;JARDIM COROADOS ;RUA QUIRUA, N. 43, LT 4 QD 6  CASA 1 ;173.000,00;173.000,00;0.00;Casa, 0.00 de área total, 83.50 de área privativa, 218.95 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444403573271
 8787708216513 ;PR ;ARAPONGAS ;JARDIM MONACO ;RUA TIRIBINHA, N. 470, Apto 403, PV 4 BL 03 ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708216513
 8444416689060 ;PR ;ARAPONGAS ;JARDIM SANTA ALICE ;RUA FERREIRINHO PINTADO, N. 140, CASA 1 LOTE 22 QUADRA 21 ;180.000,00;180.000,00;0.00;Casa, 0.00 de área total, 64.65 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416689060
 8444407403753 ;PR ;ARAPONGAS ;JARDIM INTERLAGOS ;RUA SANHACO CINZA, N. 51, LT 06A QD 50 ;168.000,00;168.000,00;0.00;Casa, 0.00 de área total, 69.98 de área privativa, 150.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407403753
 8444423160339 ;PR ;ARAPONGAS ;JARDIM NOVO CENTAURO III ;RUA BEIJA FLOR SAFIRA, N. 53, CS02 LT06 QD09 ;183.000,00;183.000,00;0.00;Casa, 0.00 de área total, 68.39 de área privativa, 120.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423160339
 8444412889634 ;PR ;ARAPONGAS ;JARDIM TROPICAL II ;RUA BEIJA FLOR TESOURA, N. 529, Apto 02, LT 10 QD G ;180.000,00;180.000,00;0.00;Apartamento, 0.00 de área total, 60.93 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412889634
 8787703692392 ;PR ;ARAPONGAS ;VILA SAMPAIO ;RUA IRATAUA, N. 38, Apto 404, BL F ;183.605,33;150.000,00;0.00;Apartamento, 0.00 de área total, 44.95 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703692392
 8787700646446 ;PR ;ARAPONGAS ;JARDIM SANTO ANTONIO ;RUA ACURANA, N. 377, Apto 401, BL 04 GARAGEM 59 ;165.969,90;129.500,00;0.00;Apartamento, 0.00 de área total, 42.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787700646446
 8444412450012 ;PR ;ARARUNA ;COND RES LORENZO ;RUA PIONEIRO JOAO BADOCO, N. 367A, UNIDADE RESIDENCIAL A LT 11 QD 09 ;140.000,00;140.000,00;0.00;Casa, 0.00 de área total, 51.50 de área privativa, 130.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412450012
