
 Lista de Imóveis da Caixa;;Data de geração:;30/08/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8555513452845 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 103, BL 73 ;76.517,10;118.000,00;35.16;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555513452845
 1555533020993 ;AM ;MANAUS ;DA PAZ ;RUA JORGE LUIZ MILANI, N. 150, Apto 13, TORRE 01 ;217.700,00;311.000,00;30.00;Apartamento, 0.00 de área total, 70.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555533020993
 10171642 ;AM ;MANAUS ;CENTRO ;AVENIDA JOAQUIM NABUCO, N. 638 ;600.879,60;828.000,00;27.43;Loja, 0.00 de área total, 377.90 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10171642
 10171542 ;AM ;MANAUS ;LIRIO DO VALE ;RUA QUINTINO CUNHA (ANTIGA RUA 22), N. 00 ;537.018,00;740.000,00;27.43;Galpão, 0.00 de área total, 321.00 de área privativa, 1101.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10171542
 10171222 ;AM ;MANAUS ;PARQUE 10 DE NOVEMBRO ;AVENIDA DARCY VARGAS, N. 755, Apto 1202, EDIFICIO REMBRANDT ;1.224.255,90;1.687.000,00;27.43;Apartamento, 0.00 de área total, 363.78 de área privativa, 0.00 de área do terreno,  4 qto(s), varanda, a.serv, WC, 3 sala(s), 1 lavabo(s), DCE, Terraco, 3 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10171222
 1555521182128 ;AM ;MANAUS ;PONTA NEGRA ;ALAMEDA  ALBANIA, N. 50, Apto 1201, TORRE 2 ;432.000,00;540.000,00;20.00;Apartamento, 0.00 de área total, 94.33 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), DCE, sacada, cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555521182128
 8787707064833 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA JOSE NAPOLES HITOTUZI, N. 131, Apto 205, BL 03 ;135.492,44;140.000,00;3.22;Apartamento, 0.00 de área total, 41.51 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707064833
 8444401270590 ;AM ;MANAUS ;PARQUE DAS LARANJEIR ;AVENIDA VISCONDE DE CAETE, N. 0, Apto 302, BL 05 ;129.000,00;129.000,00;0.00;Apartamento, 0.00 de área total, 51.94 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401270590
 8555522468449 ;AM ;MANAUS ;TARUMAACU ;RUA  MUTUM DO NORTE, N. 36, Apto 302, BL 10 ;148.000,00;148.000,00;0.00;Apartamento, 0.00 de área total, 41.86 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555522468449
 1555531136811 ;AM ;MANAUS ;TARUMA ;RUA PRAIA DE CANOA QUEBRADA, N. 420, Apto 404, BL 12 ENTRADA B ;170.000,00;170.000,00;0.00;Apartamento, 0.00 de área total, 45.89 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555531136811
