
 Lista de Imóveis da Caixa;;Data de geração:;30/08/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444412301289 ;PI ;ALTOS ;BAIXAO DE SAO JOSE ;RUA BAIXAO, N. 756, . ;99.645,96;99.645,96;0.00;Casa, 0.00 de área total, 63.00 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412301289
 8444412956080 ;PI ;ALTOS ;SÃO SEBASTIÃO ;RUA CAJUEIRO ANTIGA RUA 03, N. 2224, LT 11 QD M ;88.408,42;88.408,42;0.00;Casa, 0.00 de área total, 54.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412956080
 8444414404948 ;PI ;ALTOS ;BAIRRO BOCA DE BARRO ;RUA PROJETADA B, N. 144, . ;96.421,97;96.421,97;0.00;Casa, 0.00 de área total, 55.47 de área privativa, 230.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414404948
 8444415619417 ;PI ;ALTOS ;DNER ;RUA PROJETADA 11, N. 184, . ;115.000,00;115.000,00;0.00;Casa, 0.00 de área total, 59.40 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415619417
 8444417184108 ;PI ;ALTOS ;SANTA LUZ ;RUA II, N. 416, LOTE 7 QUADRA D ;100.000,00;100.000,00;0.00;Casa, 0.00 de área total, 45.99 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417184108
 8444417939419 ;PI ;ALTOS ;SANTA LUZ ;RUA II, N. 76, LT 10 QD F ;83.000,00;83.000,00;0.00;Casa, 0.00 de área total, 45.99 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417939419
 8444418404500 ;PI ;ALTOS ;SANTA LUZ ;R IV, N. 406, CS 406 ;95.600,00;95.600,00;0.00;Casa, 0.00 de área total, 51.11 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418404500
 8444422837246 ;PI ;ALTOS ;BOCA DE BARRO ;RUA TRAVESSA LUDGERO RAULINO, N. 501, . ;102.800,00;102.800,00;0.00;Casa, 0.00 de área total, 49.99 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422837246
 8444426630972 ;PI ;ALTOS ;BAIXAO DOS PAIVA ;RUA IV, N. 63, QD H ;127.000,00;127.000,00;0.00;Casa, 0.00 de área total, 66.50 de área privativa, 260.89 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426630972
 8444427526990 ;PI ;ALTOS ;CIANA ;RUA GRAJAU, N. 831, . ;121.500,00;121.500,00;0.00;Casa, 0.00 de área total, 50.89 de área privativa, 208.13 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427526990
