
 Lista de Imóveis da Caixa;;Data de geração:;30/08/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444411501209 ;RN ;CARNAUBAIS ;CASINHAS ;RUA VER GIANNY MARA PEREIRA, N. S/N, GLEBA 155-C ;11.950,40;28.000,00;57.32;Terreno, 0.00 de área total, 0.00 de área privativa, 291.90 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411501209
 8444411760670 ;RN ;CARNAUBAIS ;CASINHAS ;AV VER GIANNY MARA PEREIRA WANDERLEY, GLEBA 182 ;31.340,80;64.000,00;51.03;Casa, 0.00 de área total, 45.30 de área privativa, 291.90 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411760670
 8444405833580 ;RN ;CARNAUBAIS ;PACHECO ;RUA LOURIVAL FONSECA, N. 145 ;41.520,55;74.919,82;44.59;Casa, 0.00 de área total, 61.00 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405833580
 8444408124645 ;RN ;CARNAUBAIS ;JOAO TEIXEIRA FILHO ;RUA LUIZ LUCAS DA FONSECA, N. 18 ;44.890,19;81.000,00;44.59;Casa, 0.00 de área total, 57.25 de área privativa, 144.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408124645
 8444409802221 ;RN ;CARNAUBAIS ;CONJ JOÃO TEIXEIRA F ;RUA RIVADAVIA ALVES CABRAL, N. 410 ;45.444,39;82.000,00;44.59;Casa, 66.42 de área total, 66.42 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409802221
 8444410133796 ;RN ;CARNAUBAIS ;JOAO TEIXEIRA FILHO ;RUA SEBASTIAO BEZERRA DA ROCHA, N. 168, QUADRA 09, LOTE P/14 ;39.902,39;72.000,00;44.59;Casa, 63.17 de área total, 63.17 de área privativa, 170.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410133796
 8444414567537 ;RN ;CARNAUBAIS ;PACHECO ;RUA ZULMIRA ANDRE DE SOUZA, N. 120 ;41.010,79;74.000,00;44.59;Casa, 0.00 de área total, 55.00 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414567537
 8444415031070 ;RN ;CARNAUBAIS ;CONJ. JOÃO TEIXEIRA ;RUA RUA RIVADAVEA ALVES CABRAL, N. 452, LOTE 03, N. 452, LT 03 ;39.225,93;70.779,39;44.59;Casa, 46.12 de área total, 46.12 de área privativa, 132.40 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415031070
 8444415068550 ;RN ;CARNAUBAIS ;JOAO TEIXEIRA FILHO ;RUA FRANCISCA PAULINO DE MELO, N. 153, LT 05 ;36.022,99;65.000,00;44.59;Casa, 0.00 de área total, 49.86 de área privativa, 176.60 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415068550
 8444404309454 ;RN ;CARNAUBAIS ;CENTRO ;RUA RUA LUIZ LUCAS DA FONSECA TRAVESSA  ENGILBERTO, N. SN, 0, CONJUNTO JOÃO TEIXEIRA FILHO ;39.902,39;72.000,00;44.59;Casa, 45.30 de área total, 45.30 de área privativa, 144.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404309454
 8444404472134 ;RN ;CARNAUBAIS ;CENTRO ;RUA ENGILBERTO SOARES MOURA, N. SN ;37.685,59;68.000,00;44.59;Casa, 55.00 de área total, 55.00 de área privativa, 144.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404472134
 8444405056371 ;RN ;CARNAUBAIS ;BAIRRO CENTRAL ;RUA LUIZ LUCAS DA SILVA N75, N. 75, PACHECO N75 ;39.902,40;72.000,00;44.58;Casa, 0.00 de área total, 55.00 de área privativa, 144.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405056371
 8444405381434 ;RN ;CARNAUBAIS ;PACHECO ;RUA LOURIVAL FONSECA, N. 131 ;42.673,40;77.000,00;44.58;Casa, 0.00 de área total, 57.25 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405381434
